Date,Open,High,Low,Close,Adj Close,Volume
1/2/2019,23.15,24.27,23.120001,24.27,24.100336,8662500
1/3/2019,24.450001,24.530001,23.9,24.09,23.921595,6948300
1/4/2019,24.549999,25.344999,24.493,25.24,25.063555,8027600
1/7/2019,25.16,25.59,24.92,25.370001,25.192648,3993800
1/8/2019,25.51,25.6,25.004999,25.42,25.242298,4347100
1/9/2019,25.530001,26.01,25.385,25.99,25.808311,5126800
1/10/2019,25.889999,25.905001,25.360001,25.75,25.56999,4892800
1/11/2019,25.57,26.15,25.48,26.02,25.838102,5670800
1/14/2019,25.790001,25.945,25.549999,25.85,25.669292,6465900
1/15/2019,25.809999,25.84,25.450001,25.77,25.589851,4442000
1/16/2019,25.76,26.6,25.76,26.379999,26.195585,4933100
1/17/2019,26.219999,26.5,26.040001,26.35,26.165796,3153800
1/18/2019,26.41,26.58,26.030001,26.280001,26.096287,6534200
1/22/2019,26.5,26.74,26.299999,26.549999,26.364397,12985300
1/23/2019,29.959999,30,28.684999,29.4,29.194473,40739400
1/24/2019,29.73,30.43,29.4,29.809999,29.601608,23959400
1/25/2019,29.98,30.33,29.780001,29.790001,29.581749,11871200
1/28/2019,29.610001,30.32,29.549999,29.98,29.77042,11749700
1/29/2019,30.01,30.23,29.559999,29.65,29.442726,9459100
1/30/2019,29.98,30.219999,29.764999,30.07,29.859791,7011300
1/31/2019,29.92,30.219999,29.860001,30.040001,29.830002,8351900
2/1/2019,29.84,30.049999,29.610001,29.690001,29.690001,6321100
2/4/2019,29.700001,29.809999,29.190001,29.719999,29.719999,6806700
2/5/2019,29.75,30.09,29.610001,29.99,29.99,8605900
2/6/2019,29.98,30.264999,29.74,30.110001,30.110001,6816900
2/7/2019,30.08,30.264999,29.799999,30.110001,30.110001,7865400
2/8/2019,29.92,30.23,29.764999,29.940001,29.940001,6207400
2/11/2019,30,30.389999,30,30.370001,30.370001,7950900
2/12/2019,30.540001,30.99,30.42,30.440001,30.440001,7257000
2/13/2019,30.540001,30.969999,30.540001,30.77,30.77,3913100
2/14/2019,30.959999,31.18,30.75,30.83,30.83,7723500
